"","date","sentido_ABEV3","lag_fechamento_ABEV3","lag_abertura_ABEV3","lag_volume_ABEV3","lag_retorno_ABEV3","lag_value_ABEV3","lag_diff"
"566",2014-04-17,"-1",19.97396839,19.80266506,12.5547980756457,0.008613317678,59,0.171303330000001
"567",2014-04-22,"1",19.85976617,19.96254817,12.4236849275402,-0.005733960681,53,-0.102782000000001
"568",2014-04-23,"-1",20.37367617,19.80266506,12.4618653646146,0.02554779879,69,0.571011110000001
"569",2014-04-24,"-1",20.1338515,20.31657506,11.9055282063614,-0.01184113072,79,-0.182723560000003
"570",2014-04-25,"-1",19.8711864,20.20237284,12.2158942552278,-0.01313179021,95,-0.33118644
"571",2014-04-28,"-1",19.72272351,19.83692573,12.0743510428189,-0.007499314018,80,-0.114202219999999
"572",2014-04-29,"-1",19.68846284,19.61994151,12.1786449209288,-0.001738626964,65,0.0685213299999994
"573",2014-04-30,"-1",19.59892803,19.87303891,12.3526633923683,-0.004557949205,81,-0.274110879999999
"574",2014-05-02,"-1",18.49279566,18.83315386,13.6532833506173,-0.0580936401,81,-0.340358200000001
"575",2014-05-05,"1",18.16378273,18.37934292,13.50252708765,-0.01795158081,58,-0.215560189999998
"576",2014-05-06,"1",18.71970113,18.28858074,12.7504210492469,0.03014685389,100,0.43112039
"577",2014-05-07,"-1",18.88988023,18.74239167,12.716699249493,0.009049835512,82,0.147488559999999
"578",2014-05-08,"0",18.49279566,18.83315386,12.610560609722,-0.0212451086,88,-0.340358200000001
"579",2014-05-09,"1",18.49279566,18.51548621,12.1503326370423,0,78,-0.0226905500000001
"580",2014-05-12,"1",18.75373695,18.49279566,12.4019765432974,0.014011804,65,0.260941290000002
"581",2014-05-13,"-1",18.92391605,18.85584441,11.9896626230415,0.00903348509,76,0.0680716399999994
"582",2014-05-14,"1",18.83315386,18.9012255,12.8293471033618,-0.004807701553,83,-0.0680716399999994
"583",2014-05-15,"-1",18.94660659,18.91257077,12.0188088961969,0.006006024055,89,0.0340358199999997
"584",2014-05-16,"1",18.71970113,18.83315386,11.6029306892567,-0.01204833851,82,-0.113452729999999
"585",2014-05-19,"-1",18.77642749,18.76508222,12.0856830908526,0.003025720914,66,0.0113452699999996
"586",2014-05-20,"-1",18.70835585,18.81046331,12.0349105892391,-0.003631965227,78,-0.102107459999999
"587",2014-05-21,"1",18.49279566,18.62893894,12.3286751599302,-0.01158902877,74,-0.136143280000002
"588",2014-05-22,"1",18.71970113,18.53817675,12.384243935201,0.01219527308,69,0.181524379999999
"589",2014-05-23,"-1",18.95795187,18.65162949,12.0347444398111,0.01264696172,61,0.306322379999997
"590",2014-05-26,"1",18.81046331,18.9012255,11.346859074195,-0.007810192936,87,-0.0907621899999995
"591",2014-05-27,"-1",18.88988023,18.88988023,11.2544526191024,0.004213066726,82,0
"592",2014-05-28,"1",18.28858074,18.92391605,12.4036563082789,-0.03234947931,60,-0.635335309999999
"593",2014-05-29,"0",18.32261656,18.36799765,12.0950516953529,0.001859312578,82,-0.0453810899999993
"594",2014-05-30,"-1",18.32261656,18.37934292,11.6303439897562,0,82,-0.056726359999999
"595",2014-06-02,"1",17.91121207,18.13707855,12.6024667360759,-0.02270928494,69,-0.225866479999997
"596",2014-06-03,"1",18.40811833,17.99026534,12.4236728609082,0.02736489162,66,0.41785299
"597",2014-06-04,"-1",18.46458495,18.39682501,12.4092542768618,0.00306278955,71,0.0677599399999984
"598",2014-06-05,"-1",18.30647841,18.39682501,12.057288374075,-0.008599561606,73,-0.0903466000000002
"599",2014-06-06,"1",18.1596652,18.32906506,12.0187244764619,-0.008052072015,78,-0.169399860000002
"600",2014-06-09,"1",18.40811833,18.43070498,12.5653681527915,0.01358884407,59,-0.0225866500000009
"601",2014-06-10,"-1",18.52105157,18.39682501,12.5390423267882,0.006116227002,66,0.12422656
"602",2014-06-11,"-1",18.4419983,18.32906506,12.5963361254936,-0.004277427853,60,0.11293324
"603",2014-06-13,"-1",18.1596652,18.55493154,12.7481643511702,-0.01542764322,44,-0.395266339999999
"604",2014-06-16,"-1",17.89991874,18.18225185,12.2751555129674,-0.01440676343,47,-0.28233311
"605",2014-06-17,"-1",17.67405226,17.96767869,12.4412198637041,-0.0126985833,77,-0.29362643
"606",2014-06-18,"1",17.56111902,17.70793223,11.6517043155733,-0.006410278401,57,-0.146813210000001
"607",2014-06-20,"1",18.02414531,17.65146561,12.2431323715857,0.02602495344,47,0.372679700000003
"608",2014-06-23,"-1",18.06931861,18.00155866,11.901956266615,0.00250313019,58,0.0677599499999992
"609",2014-06-24,"-1",17.67405226,18.02414531,11.824204427977,-0.02211780522,63,-0.350093050000002
"610",2014-06-25,"-1",17.59499899,17.68534559,12.4135135531171,-0.004482876549,71,-0.0903466000000002
"611",2014-06-26,"1",17.51594572,17.61758564,12.162549088407,-0.00450306326,59,-0.10163992
"612",2014-06-27,"-1",17.70793223,17.64017229,12.0726441047591,0.01090103772,62,0.067759940000002
"613",2014-06-30,"1",17.5498257,17.66275894,11.7508236296529,-0.008968669994,72,-0.11293324
"614",2014-07-01,"1",17.72736937,17.45740943,12.2622922855265,0.01006571961,60,0.269959940000003
"615",2014-07-02,"-1",18.03107431,17.74986604,12.0112978682664,0.01698688218,63,0.28120827
"616",2014-07-03,"1",17.99732931,17.98608098,12.1815391452808,-0.001873244412,53,0.0112483300000008
"617",2014-07-04,"1",18.33477924,17.83985268,12.2322519573135,0.01857638559,55,0.49492656
"618",2014-07-07,"-1",18.3572759,18.28978592,11.0097538080577,0.001226241743,37,0.0674899800000013
"619",2014-07-08,"-1",18.09856429,18.27853758,11.9377551959679,-0.01419338854,63,-0.17997329
"620",2014-07-10,"-1",18.07606763,18.08731596,11.6219323246282,-0.001243781275,45,-0.0112483300000008
"621",2014-07-11,"1",17.6261344,18.04232264,13.3470577256112,-0.02520612339,50,-0.416188239999997
"622",2014-07-14,"-1",17.65987939,17.60363774,12.2446585418453,0.001912656017,57,0.0562416500000005
"623",2014-07-15,"1",17.54739608,17.83985268,12.7257053726563,-0.006389798087,55,-0.292456600000001
"624",2014-07-16,"1",17.67112772,17.58114107,12.6361132862044,0.00702653801,61,0.0899866500000002
"625",2014-07-17,"1",18.01982598,17.71612104,12.4527959953648,0.01954048935,62,0.303704939999999
"626",2014-07-18,"1",18.22229593,17.98608098,12.4069460477187,0.01117330061,65,0.236214950000001
"627",2014-07-21,"1",18.70597416,18.33477924,12.9593219584916,0.02619705095,51,0.371194920000001
"628",2014-07-22,"-1",18.90844411,18.66098083,12.2786118878704,0.01076565423,58,0.247463280000002
