"","date","ativo","retorno","fechamento","abertura","volume","value","lag_fechamento","lag_volume","lag_value","lag_abertura","lag_retorno","lag_diff"
"6941",2016-02-18,"ITSA4",-0.01783108165,4.790287323,4.840560203,11.5017027249477,63,4.876469404,12.5262376388767,66,4.876469404,0.004428051517,0
"6942",2016-02-19,"ITSA4",0.001817034424,4.798999352,4.784233201,12.1039291718615,70,4.790287323,11.5017027249477,63,4.840560203,-0.01783108165,-0.0502728799999996
"6943",2016-02-22,"ITSA4",0.03328597764,4.961427023,4.954043947,12.2259586026877,70,4.798999352,12.1039291718615,70,4.784233201,0.001817034424,0.0147661509999999
"6944",2016-02-23,"ITSA4",-0.001489203546,4.954043947,4.924511643,11.5414351734159,65,4.961427023,12.2259586026877,70,4.954043947,0.03328597764,0.00738307599999999
"6945",2016-02-24,"ITSA4",-0.007479466424,4.917128567,4.880213188,11.2857613419789,61,4.954043947,11.5414351734159,65,4.924511643,-0.001489203546,0.029532304
"6946",2016-02-25,"ITSA4",0.007479466424,4.954043947,4.89497934,11.9082998323682,65,4.917128567,11.2857613419789,61,4.880213188,-0.007479466424,0.0369153789999999
"6947",2016-02-26,"ITSA4",-0.008982096324,4.909745491,5.005725478,11.6076718495082,66,4.954043947,11.9082998323682,65,4.89497934,0.007479466424,0.0590646069999998
"6948",2016-02-29,"ITSA4",0.01628287613,4.990344682,4.939124135,12.1305028361822,84,4.909745491,11.6076718495082,66,5.005725478,-0.008982096324,-0.0959799869999998
"6949",2016-03-01,"ITSA4",0.04243714795,5.206678507,5.060011507,12.1811957659637,75,4.990344682,12.1305028361822,84,4.939124135,0.01628287613,0.0512205469999998
"6950",2016-03-02,"ITSA4",0.01537416725,5.287345357,5.206678507,12.2272811468673,68,5.206678507,12.1811957659637,75,5.060011507,0.04243714795,0.146667000000001
"6951",2016-03-03,"ITSA4",0.0786547824,5.720013008,5.316678757,13.1523123947642,69,5.287345357,12.2272811468673,68,5.206678507,0.01537416725,0.0806668500000001
"6952",2016-03-04,"ITSA4",0.03897413442,5.947346858,6.050013758,13.3534449391828,82,5.720013008,13.1523123947642,69,5.316678757,0.0786547824,0.403334251
"6953",2016-03-07,"ITSA4",-0.01240710703,5.874013358,5.991346958,12.2614978916356,84,5.947346858,13.3534449391828,82,6.050013758,0.03897413442,-0.1026669
"6954",2016-03-08,"ITSA4",0.03435920806,6.079347158,5.859346658,12.7165522094244,71,5.874013358,12.2614978916356,84,5.991346958,-0.01240710703,-0.1173336
"6955",2016-03-09,"ITSA4",-0.02442123808,5.932680158,6.130680608,12.9035180753675,67,6.079347158,12.7165522094244,71,5.859346658,0.03435920806,0.2200005
"6956",2016-03-10,"ITSA4",0.03641178941,6.152680658,6.050013758,12.9132632539297,68,5.932680158,12.9035180753675,67,6.130680608,-0.02442123808,-0.198000449999999
